id,movie,author,metascore,review
5799,my-friend-dahmer-movie,April Wolfe,90,"My Friend Dahmer is both sensitive and fascinating, distinguished by a stellar, mouth-breathing performance of insecurity from Lynch."
5800,a-most-violent-year-movie,Eric Kohn,83,The filmmaker is ultimately better at constructing nuanced environments and troubled figures than making every piece of the equation gel as a whole. But that's a minor issue in the overall tapestry of Chandor's carefully designed world.
5801,cecil-b-demented-movie,Michael Atkinson,8,Appears to have been written and directed by a grade-school dropout snorting airplane glue.
5802,killer-joe-movie,Kyle Smith,12,"A sleazy and pointless film about sleazy and pointless people, Killer Joe reminds us that what Quentin Tarantino does isn't easy."
5803,city-of-god-movie,Keith Phipps,100,"The film finds a surprising amount of tenderness and humor beneath the brutality. The laughs may catch in the throat, but that's only a byproduct of City Of God's power to leave viewers breathless."
5804,the-hottie-the-nottie-movie,James Berardinelli,12,A cinematic excursion so horrific that it's an insult to bad movies to call it a bad movie.
5805,the-aviator-movie,Shawn Levy,91,"The Aviator, though, if not prime Scorsese, is the closest thing in a long time to the old Scorsese. What a splendid year-end gift!"
5806,city-slickers-ii-the-legend-of-curlys-gold-movie,Christopher Harris,12,"Crystal has a likable screen persona, and he's gracious in sharing his stage, but the movie is essentially an expensive (if quite possibly profitable) act of self-indulgence. [10 June 1994]"
5807,the-princess-and-the-warrior-movie,Joe Morgenstern,80,"Spellbinding on its own terms, a modernist fable with a madly romantic soul."
5808,dungeons-dragons-movie,Paul Malcolm,10,"A cheap ""Star Wars"" rip-off with swords instead of light sabers."
5809,the-big-uneasy-movie,Shawn Levy,75,"At once breezy and substantial, but it could have been more powerful if it were, paradoxically, sharper and blunter."
5810,rescue-dawn-movie,Scott Bowles,63,"This is all about escape. And as prison-break movies go, Rescue ranks among the best."
5811,black-water-movie,Katie Walsh,10,"Everything about this movie seems ripped from the ’80s, including the woefully sexist gender politics. But that’s only one of many reasons that this B-movie dreck should have stayed underwater."
5812,new-york-i-love-you-movie,Joe Williams,63,"Neither a comprehensive guide nor consistently good, but because the theme is romance, most of these small bites of the Big Apple are easy to digest."
5813,wild-target-movie,Leslie Felperin,20,"Nearly every element here is wildly off-target, from Jonathan Lynn's (""The Whole Nine Yards"") lazy helming and Lucinda Coxon's shambolic script to the embarrassed-looking perfs from usually excellent lead thesps Bill Nighy and Emily Blunt. "
5814,john-wick-movie,Claudia Puig,38,"John Wick serves up a noxious, clashing blend of hyper-realistic and cartoonish violence. Too bad there's no cinema decontaminating service that can wash our memories clean of such useless gore."
5815,yoo-hoo-mrs-goldberg-movie,Carrie Rickey,75,"In Yoo Hoo, Mrs. Goldberg, Kempner gives us a balance of artist and alter ego, introducing us to a woman we'd like to know even better."
5816,paris-movie,Ty Burr,63,The best armchair holiday going - the cast is lovely to behold and the plot dips in and out of the arrondissements with panache. You almost don’t mind that none of it adds up to terribly much.
5817,scary-movie-5-movie,Laremy Legel,5,"Scary Movie 5 is so massively un-enjoyable, a hate crime against cinema, a ringing indictment of the depths commercialism will go to in search of the lowest common denominator. "
5818,mondovino-movie,Brendan Bernhard,70,"Will get you thinking about wine, and what is and isn't important about it."
5819,the-majestic-movie,Charles Taylor,10,One of those movies that makes you feel as if the national IQ was dropping while you're watching it. It's the return of all the homiletic clichés about an America that never existed.
5820,blue-car-movie,Nicole Arthur,80,"Bruckner's Meg is that rarity, a credible screen teenager."
5821,the-messenger-the-story-of-joan-of-arc-movie,Edward Guthmann,25,"Isn't some sober history lesson that bogs down in long speeches and tedious facts. It's about style, it's about fashion, it's about rock 'n' roll busting out in medieval France."
5822,in-praise-of-love-movie,Gregory Weinkauf,10,"Rarely does an established filmmaker so ardently waste viewers' time with a gobbler like this --  it's pretty shocking that this thing isn't even artsy. Barring a few brief moments of instantaneously fizzling inspiration, it's merely fartsy."
5823,dungeons-dragons-movie,Cody Clark,30,"Gamer geeks, I speak your language! And I warn you: Flee! Or, at the very least, crank down any expectations you harbor -- a few notches below ""zero"" should do it -- before buying a ticket."
5824,shattered-glass-movie,Ella Taylor,70,Far and away the strongest performance in Shattered Glass is Peter Sarsgaard’s.
5825,the-life-of-david-gale-movie,Rita Kempley,10,Another tediously sanctimonious message movie from Alan Parker.
5826,mother-movie,Joe Morgenstern,100,An absolutely phenomenal film by the Korean director Bong Joon-ho.
5827,independence-day-movie,Mike Clark,88,"A rousing state-of-the-art cartoon capped by an aerial-combat climax that, to its credit, isn't anti-climactic. [2 July 1996, p.D1]"
5828,rize-movie,Peter Debruge,75,"The result is an eye-opening social portrait in the tradition of ""Paris Is Burning,"" the landmark 1990 documentary that introduced drag balls and ''vogueing'' to the mainstream, but it lacks the earlier film's structure and focus."
5829,the-last-face-movie,Glenn Kenny,10,"As well meaning as this movie is, it is also a turgid, muddled one."
5830,the-equalizer-movie,Christopher Gray,38,"All this should build up to a moderately engaging battle of wits, but Richard Wenk's script has little interest in wit and no capacity for psychology. "
5831,blade-ii-movie,Mick LaSalle,0,Duller than first version.
5832,the-last-stand-movie,Calum Marsh,88,"One of its most refreshing aspects is its acceptance of both western and action-film conventions on their own terms, refusing to regard itself as operating outside of or superior to the genre."
5833,8-women-2000-movie,Michael Atkinson,16,"Greenaway has hit a brick wall, and it's no fun to watch."
5834,black-knight-movie,Jami Bernard,25,"Dismal time-travel comedy that makes ""Big Momma's House"" look like ""Citizen Kane."""
5835,analyze-that-movie,Desson Thomson,10,"So dull and awful, you actually wonder if this is some kind of Andy Kaufmanesque in-joke, a deliberate attempt to douse the spark that made the original film so enjoyable."
5836,enough-movie,Claudia Puig,38,Too much. The hackneyed story about an affluent damsel in distress who decides to fight her bully of a husband is simply too overdone.
5837,the-bounty-hunter-movie,Andy Klein,0,"At points, the film sinks below the level of competent."
5838,the-11th-hour-2015-movie,Diego Semerene,12,Writer-director Anders Morgenthaler's film is practically an exercise in over-explication.
5839,the-boy-in-the-striped-pajamas-movie,Lisa Schwarzbaum,16,"An appalling, jaw-dropping movie that will cause serious nightmares."
5840,super-fly-movie,Nathan Rabin,83,"Superfly is in many ways classic pulp, but O'Neal and Mayfield push it toward a sort of epic grandeur. "
5841,hail-caesar!-movie,Michael Phillips,63,"The tone of ""Hail, Caesar!"" is even and assured, yet the comic inspiration is sporadic. "
5842,graduation-movie,Jessica Kiang,91,"An excoriating, gripping, intricately plotted morality play, Mungiu’s film is less linear, more circular or spiral-shaped than his previous Cannes titles...but it is no less rigorous and possibly even more eviscerating and critical of Romanian society, because it offers its critique across such a broad canvas."
5843,manderlay-movie,Lou Lumenick,25,"Another ridiculous anti-American screed by the minimalist Danish director Lars von Trier, who has never set foot in this country."
5844,dressed-to-kill-movie,David Ansen,70,"As much as I enjoyed its cheap thrills and its exquisite craft, Dressed to Kill left me wanting something more from De Palma.He has begun to borrow from himself -- one crucial twist is lifted shamelessly from ""Carrie"" -- and his jokey disregard for psychological plausibility (most evident in his disastrous ""Obsession"") is beginning to seem just lazy. It may seem unfair to ask for more depth from De Palma when his surfaces give so much pleasure, but from a director this prodigiously talented one expects miracles. Dressed to Kill takes his series of Hitchcockian homages about as far as they can go. It's exhilarating dead-end moviemaking, and one eagerly awaits his next move. [4 Aug 1980, p.61]"
5845,iron-monkey-movie,Andrew O'Hehir,80,"A guilt-free, no-fat dessert from start to finish."
5846,patti-cake-movie,A.O. Scott,70,"Ms. Macdonald is quite simply a revelation, capturing the reflexive self-confidence and defensive diffidence of the millennial generation with sneaky sincerity and offhand wit."
5847,the-american-president-movie,Jack Kroll,90,"All this is good fun -- some of which is anticipating the pained reaction from conservative Hollywood-hasslers. Director Rob Reiner has a fine smooth touch, Douglas is charismatic, Bening is scrumptious -- you want to put all these dream politicos in a doggy bag and take them home. [20 Nov 1995, p.28]"
5848,nutty-professor-ii-the-klumps-movie,Wesley Morris,75,"It's a half-life better than Martin Lawrence treading similar, simpler water in ""Big Momma's House."""
